clip_id,subject_id,video_filename,class,hand,distance_m,start_frame,end_frame,frame_count
s02_jab_2m_left_c015,subject02,138d536f-jab_2m_left.mp4,jab,left,2,779,802,24
s02_hook_2m_right_c001,subject02,32c75d96-hook_2m_right.mp4,hook,right,2,92,126,35
s02_hook_2m_right_c002,subject02,32c75d96-hook_2m_right.mp4,hook,right,2,173,203,31
s02_hook_2m_right_c003,subject02,32c75d96-hook_2m_right.mp4,hook,right,2,246,277,32
s02_hook_2m_right_c004,subject02,32c75d96-hook_2m_right.mp4,hook,right,2,318,348,31
s02_hook_2m_right_c005,subject02,32c75d96-hook_2m_right.mp4,hook,right,2,392,422,31
s02_hook_2m_right_c006,subject02,32c75d96-hook_2m_right.mp4,hook,right,2,467,499,33
s02_hook_2m_right_c007,subject02,32c75d96-hook_2m_right.mp4,hook,right,2,544,580,37
s02_hook_2m_right_c008,subject02,32c75d96-hook_2m_right.mp4,hook,right,2,626,657,32
s02_hook_2m_right_c009,subject02,32c75d96-hook_2m_right.mp4,hook,right,2,700,733,34
s02_hook_2m_right_c010,subject02,32c75d96-hook_2m_right.mp4,hook,right,2,802,832,31
s02_hook_2m_right_c011,subject02,32c75d96-hook_2m_right.mp4,hook,right,2,875,910,36
s02_hook_2m_right_c012,subject02,32c75d96-hook_2m_right.mp4,hook,right,2,967,1005,39
s02_hook_2m_right_c013,subject02,32c75d96-hook_2m_right.mp4,hook,right,2,1052,1085,34
s02_hook_2m_right_c014,subject02,32c75d96-hook_2m_right.mp4,hook,right,2,1125,1158,34
s02_hook_2m_right_c015,subject02,32c75d96-hook_2m_right.mp4,hook,right,2,1204,1234,31
s02_jab_2m_right_c001,subject02,352b5e45-jab_2m_right.mp4,jab,right,2,86,112,27
s02_jab_2m_right_c002,subject02,352b5e45-jab_2m_right.mp4,jab,right,2,138,158,21
s02_jab_2m_right_c003,subject02,352b5e45-jab_2m_right.mp4,jab,right,2,186,205,20
s02_jab_2m_right_c004,subject02,352b5e45-jab_2m_right.mp4,jab,right,2,240,261,22
s02_jab_2m_right_c005,subject02,352b5e45-jab_2m_right.mp4,jab,right,2,293,313,21
s02_jab_2m_right_c006,subject02,352b5e45-jab_2m_right.mp4,jab,right,2,344,364,21
s02_jab_2m_right_c007,subject02,352b5e45-jab_2m_right.mp4,jab,right,2,394,415,22
s02_jab_2m_right_c008,subject02,352b5e45-jab_2m_right.mp4,jab,right,2,446,468,23
s02_jab_2m_right_c009,subject02,352b5e45-jab_2m_right.mp4,jab,right,2,496,518,23
s02_jab_2m_right_c010,subject02,352b5e45-jab_2m_right.mp4,jab,right,2,554,575,22
s02_jab_2m_right_c011,subject02,352b5e45-jab_2m_right.mp4,jab,right,2,611,630,20
s02_jab_2m_right_c012,subject02,352b5e45-jab_2m_right.mp4,jab,right,2,671,690,20
s02_jab_2m_right_c013,subject02,352b5e45-jab_2m_right.mp4,jab,right,2,721,742,22
s02_jab_2m_right_c014,subject02,352b5e45-jab_2m_right.mp4,jab,right,2,773,795,23
s02_jab_2m_right_c015,subject02,352b5e45-jab_2m_right.mp4,jab,right,2,830,853,24
s02_uppercut_2m_right_c001,subject02,a2ebf68d-uppercut_2m_right.mp4,uppercut,right,2,101,132,32
s02_uppercut_2m_right_c002,subject02,a2ebf68d-uppercut_2m_right.mp4,uppercut,right,2,161,191,31
s02_uppercut_2m_right_c003,subject02,a2ebf68d-uppercut_2m_right.mp4,uppercut,right,2,221,252,32
s02_uppercut_2m_right_c004,subject02,a2ebf68d-uppercut_2m_right.mp4,uppercut,right,2,286,317,32
s02_uppercut_2m_right_c005,subject02,a2ebf68d-uppercut_2m_right.mp4,uppercut,right,2,355,383,29
s02_uppercut_2m_right_c006,subject02,a2ebf68d-uppercut_2m_right.mp4,uppercut,right,2,418,450,33
s02_uppercut_2m_right_c007,subject02,a2ebf68d-uppercut_2m_right.mp4,uppercut,right,2,487,516,30
s02_uppercut_2m_right_c008,subject02,a2ebf68d-uppercut_2m_right.mp4,uppercut,right,2,557,589,33
s02_uppercut_2m_right_c009,subject02,a2ebf68d-uppercut_2m_right.mp4,uppercut,right,2,629,658,30
s02_uppercut_2m_right_c010,subject02,a2ebf68d-uppercut_2m_right.mp4,uppercut,right,2,694,722,29
s02_uppercut_2m_right_c011,subject02,a2ebf68d-uppercut_2m_right.mp4,uppercut,right,2,764,794,31
s02_uppercut_2m_right_c012,subject02,a2ebf68d-uppercut_2m_right.mp4,uppercut,right,2,829,860,32
s02_uppercut_2m_right_c013,subject02,a2ebf68d-uppercut_2m_right.mp4,uppercut,right,2,901,929,29
s02_uppercut_2m_right_c014,subject02,a2ebf68d-uppercut_2m_right.mp4,uppercut,right,2,971,1001,31
s02_uppercut_2m_right_c015,subject02,a2ebf68d-uppercut_2m_right.mp4,uppercut,right,2,1046,1078,33
s02_cross_2m_right_c001,subject02,a8459208-cross_2m_right.mp4,cross,right,2,83,106,24
s02_cross_2m_right_c002,subject02,a8459208-cross_2m_right.mp4,cross,right,2,133,152,20
s02_cross_2m_right_c003,subject02,a8459208-cross_2m_right.mp4,cross,right,2,180,199,20
s02_cross_2m_right_c004,subject02,a8459208-cross_2m_right.mp4,cross,right,2,225,247,23
s02_cross_2m_right_c005,subject02,a8459208-cross_2m_right.mp4,cross,right,2,279,300,22
s02_cross_2m_right_c006,subject02,a8459208-cross_2m_right.mp4,cross,right,2,329,350,22
s02_cross_2m_right_c007,subject02,a8459208-cross_2m_right.mp4,cross,right,2,377,398,22
s02_cross_2m_right_c008,subject02,a8459208-cross_2m_right.mp4,cross,right,2,429,448,20
s02_cross_2m_right_c009,subject02,a8459208-cross_2m_right.mp4,cross,right,2,479,500,22
s02_cross_2m_right_c010,subject02,a8459208-cross_2m_right.mp4,cross,right,2,528,551,24
s02_cross_2m_right_c011,subject02,a8459208-cross_2m_right.mp4,cross,right,2,583,602,20
s02_cross_2m_right_c012,subject02,a8459208-cross_2m_right.mp4,cross,right,2,632,653,22
s02_cross_2m_right_c013,subject02,a8459208-cross_2m_right.mp4,cross,right,2,682,701,20
s02_cross_2m_right_c014,subject02,a8459208-cross_2m_right.mp4,cross,right,2,732,753,22
s02_cross_2m_right_c015,subject02,a8459208-cross_2m_right.mp4,cross,right,2,785,805,21
s02_uppercut_1m_left_c001,subject02,abb032c2-uppercut_1m_left.mp4,uppercut,left,1,84,113,30
s02_uppercut_1m_left_c002,subject02,abb032c2-uppercut_1m_left.mp4,uppercut,left,1,147,175,29
s02_uppercut_1m_left_c003,subject02,abb032c2-uppercut_1m_left.mp4,uppercut,left,1,213,240,28
s02_uppercut_1m_left_c004,subject02,abb032c2-uppercut_1m_left.mp4,uppercut,left,1,274,301,28
s02_uppercut_1m_left_c005,subject02,abb032c2-uppercut_1m_left.mp4,uppercut,left,1,335,364,30
s02_uppercut_1m_left_c006,subject02,abb032c2-uppercut_1m_left.mp4,uppercut,left,1,398,427,30
s02_uppercut_1m_left_c007,subject02,abb032c2-uppercut_1m_left.mp4,uppercut,left,1,463,491,29
s02_uppercut_1m_left_c008,subject02,abb032c2-uppercut_1m_left.mp4,uppercut,left,1,523,552,30
s02_uppercut_1m_left_c009,subject02,abb032c2-uppercut_1m_left.mp4,uppercut,left,1,582,611,30
s02_uppercut_1m_left_c010,subject02,abb032c2-uppercut_1m_left.mp4,uppercut,left,1,641,671,31
s02_uppercut_1m_left_c011,subject02,abb032c2-uppercut_1m_left.mp4,uppercut,left,1,709,738,30
s02_uppercut_1m_left_c012,subject02,abb032c2-uppercut_1m_left.mp4,uppercut,left,1,776,805,30
s02_uppercut_1m_left_c013,subject02,abb032c2-uppercut_1m_left.mp4,uppercut,left,1,862,891,30
s02_uppercut_1m_left_c014,subject02,abb032c2-uppercut_1m_left.mp4,uppercut,left,1,926,954,29
s02_uppercut_1m_left_c015,subject02,abb032c2-uppercut_1m_left.mp4,uppercut,left,1,991,1019,29
s02_hook_1m_right_c001,subject02,bd8369a3-hook_1m_right.mp4,hook,right,1,85,111,27
s02_hook_1m_right_c002,subject02,bd8369a3-hook_1m_right.mp4,hook,right,1,160,190,31
s02_hook_1m_right_c003,subject02,bd8369a3-hook_1m_right.mp4,hook,right,1,238,265,28
s02_hook_1m_right_c004,subject02,bd8369a3-hook_1m_right.mp4,hook,right,1,313,343,31
s02_hook_1m_right_c005,subject02,bd8369a3-hook_1m_right.mp4,hook,right,1,391,424,34
s02_hook_1m_right_c006,subject02,bd8369a3-hook_1m_right.mp4,hook,right,1,474,504,31
s02_hook_1m_right_c007,subject02,bd8369a3-hook_1m_right.mp4,hook,right,1,549,578,30
s02_hook_1m_right_c008,subject02,bd8369a3-hook_1m_right.mp4,hook,right,1,632,663,32
s02_hook_1m_right_c009,subject02,bd8369a3-hook_1m_right.mp4,hook,right,1,713,747,35
s02_hook_1m_right_c010,subject02,bd8369a3-hook_1m_right.mp4,hook,right,1,799,830,32
s02_hook_1m_right_c011,subject02,bd8369a3-hook_1m_right.mp4,hook,right,1,884,918,35
s02_hook_1m_right_c012,subject02,bd8369a3-hook_1m_right.mp4,hook,right,1,968,1004,37
s02_hook_1m_right_c013,subject02,bd8369a3-hook_1m_right.mp4,hook,right,1,1054,1087,34
s02_hook_1m_right_c014,subject02,bd8369a3-hook_1m_right.mp4,hook,right,1,1134,1170,37
s02_hook_1m_right_c015,subject02,bd8369a3-hook_1m_right.mp4,hook,right,1,1217,1252,36
s02_cross_1m_left_c001,subject02,cdb4748c-cross_1m_left.mp4,cross,left,1,110,134,25
s02_cross_1m_left_c002,subject02,cdb4748c-cross_1m_left.mp4,cross,left,1,161,181,21
s02_cross_1m_left_c003,subject02,cdb4748c-cross_1m_left.mp4,cross,left,1,208,229,22
s02_cross_1m_left_c004,subject02,cdb4748c-cross_1m_left.mp4,cross,left,1,257,277,21
s02_cross_1m_left_c005,subject02,cdb4748c-cross_1m_left.mp4,cross,left,1,305,324,20
s02_cross_1m_left_c006,subject02,cdb4748c-cross_1m_left.mp4,cross,left,1,351,370,20
s02_cross_1m_left_c007,subject02,cdb4748c-cross_1m_left.mp4,cross,left,1,398,418,21
s02_cross_1m_left_c008,subject02,cdb4748c-cross_1m_left.mp4,cross,left,1,443,463,21
s02_cross_1m_left_c009,subject02,cdb4748c-cross_1m_left.mp4,cross,left,1,488,509,22
s02_cross_1m_left_c010,subject02,cdb4748c-cross_1m_left.mp4,cross,left,1,535,555,21
s02_cross_1m_left_c011,subject02,cdb4748c-cross_1m_left.mp4,cross,left,1,580,599,20
s02_cross_1m_left_c012,subject02,cdb4748c-cross_1m_left.mp4,cross,left,1,627,647,21
s02_cross_1m_left_c013,subject02,cdb4748c-cross_1m_left.mp4,cross,left,1,675,694,20
s02_cross_1m_left_c014,subject02,cdb4748c-cross_1m_left.mp4,cross,left,1,721,740,20
s02_cross_1m_left_c015,subject02,cdb4748c-cross_1m_left.mp4,cross,left,1,766,786,21
s02_uppercut_2m_left_c001,subject02,d1221370-uppercut_2m_left.mp4,uppercut,left,2,86,113,28
s02_uppercut_2m_left_c002,subject02,d1221370-uppercut_2m_left.mp4,uppercut,left,2,147,173,27
s02_uppercut_2m_left_c003,subject02,d1221370-uppercut_2m_left.mp4,uppercut,left,2,204,234,31
s02_uppercut_2m_left_c004,subject02,d1221370-uppercut_2m_left.mp4,uppercut,left,2,269,294,26
s02_uppercut_2m_left_c005,subject02,d1221370-uppercut_2m_left.mp4,uppercut,left,2,331,361,31
s02_uppercut_2m_left_c006,subject02,d1221370-uppercut_2m_left.mp4,uppercut,left,2,403,433,31
s02_uppercut_2m_left_c007,subject02,d1221370-uppercut_2m_left.mp4,uppercut,left,2,473,502,30
s02_uppercut_2m_left_c008,subject02,d1221370-uppercut_2m_left.mp4,uppercut,left,2,541,568,28
s02_uppercut_2m_left_c009,subject02,d1221370-uppercut_2m_left.mp4,uppercut,left,2,604,633,30
s02_uppercut_2m_left_c010,subject02,d1221370-uppercut_2m_left.mp4,uppercut,left,2,675,703,29
s02_uppercut_2m_left_c011,subject02,d1221370-uppercut_2m_left.mp4,uppercut,left,2,740,770,31
s02_uppercut_2m_left_c012,subject02,d1221370-uppercut_2m_left.mp4,uppercut,left,2,811,840,30
s02_uppercut_2m_left_c013,subject02,d1221370-uppercut_2m_left.mp4,uppercut,left,2,878,908,31
s02_uppercut_2m_left_c014,subject02,d1221370-uppercut_2m_left.mp4,uppercut,left,2,945,976,32
s02_uppercut_2m_left_c015,subject02,d1221370-uppercut_2m_left.mp4,uppercut,left,2,1021,1050,30
s02_uppercut_1m_right_c001,subject02,d16634be-uppercut_1m_right.mp4,uppercut,right,1,98,127,30
s02_uppercut_1m_right_c002,subject02,d16634be-uppercut_1m_right.mp4,uppercut,right,1,156,186,31
s02_uppercut_1m_right_c003,subject02,d16634be-uppercut_1m_right.mp4,uppercut,right,1,216,245,30
s02_uppercut_1m_right_c004,subject02,d16634be-uppercut_1m_right.mp4,uppercut,right,1,272,303,32
s02_uppercut_1m_right_c005,subject02,d16634be-uppercut_1m_right.mp4,uppercut,right,1,335,365,31
s02_uppercut_1m_right_c006,subject02,d16634be-uppercut_1m_right.mp4,uppercut,right,1,397,428,32
s02_uppercut_1m_right_c007,subject02,d16634be-uppercut_1m_right.mp4,uppercut,right,1,463,492,30
s02_uppercut_1m_right_c008,subject02,d16634be-uppercut_1m_right.mp4,uppercut,right,1,531,559,29
s02_uppercut_1m_right_c009,subject02,d16634be-uppercut_1m_right.mp4,uppercut,right,1,594,624,31
s02_uppercut_1m_right_c010,subject02,d16634be-uppercut_1m_right.mp4,uppercut,right,1,660,689,30
s02_uppercut_1m_right_c011,subject02,d16634be-uppercut_1m_right.mp4,uppercut,right,1,724,753,30
s02_uppercut_1m_right_c012,subject02,d16634be-uppercut_1m_right.mp4,uppercut,right,1,792,823,32
s02_uppercut_1m_right_c013,subject02,d16634be-uppercut_1m_right.mp4,uppercut,right,1,856,885,30
s02_uppercut_1m_right_c014,subject02,d16634be-uppercut_1m_right.mp4,uppercut,right,1,926,956,31
s02_uppercut_1m_right_c015,subject02,d16634be-uppercut_1m_right.mp4,uppercut,right,1,996,1025,30
s02_cross_2m_left_c001,subject02,d3344c4b-cross_2m_left.mp4,cross,left,2,87,108,22
s02_cross_2m_left_c002,subject02,d3344c4b-cross_2m_left.mp4,cross,left,2,138,158,21
s02_cross_2m_left_c003,subject02,d3344c4b-cross_2m_left.mp4,cross,left,2,186,206,21
s02_cross_2m_left_c004,subject02,d3344c4b-cross_2m_left.mp4,cross,left,2,234,255,22
s02_cross_2m_left_c005,subject02,d3344c4b-cross_2m_left.mp4,cross,left,2,282,302,21
s02_cross_2m_left_c006,subject02,d3344c4b-cross_2m_left.mp4,cross,left,2,331,351,21
s02_cross_2m_left_c007,subject02,d3344c4b-cross_2m_left.mp4,cross,left,2,378,398,21
s02_cross_2m_left_c008,subject02,d3344c4b-cross_2m_left.mp4,cross,left,2,427,447,21
s02_cross_2m_left_c009,subject02,d3344c4b-cross_2m_left.mp4,cross,left,2,472,493,22
s02_cross_2m_left_c010,subject02,d3344c4b-cross_2m_left.mp4,cross,left,2,522,543,22
s02_cross_2m_left_c011,subject02,d3344c4b-cross_2m_left.mp4,cross,left,2,568,588,21
s02_cross_2m_left_c012,subject02,d3344c4b-cross_2m_left.mp4,cross,left,2,616,637,22
s02_cross_2m_left_c013,subject02,d3344c4b-cross_2m_left.mp4,cross,left,2,666,685,20
s02_cross_2m_left_c014,subject02,d3344c4b-cross_2m_left.mp4,cross,left,2,712,732,21
s02_cross_2m_left_c015,subject02,d3344c4b-cross_2m_left.mp4,cross,left,2,759,779,21
s02_jab_1m_left_c001,subject02,e28e8325-jab_1m_left.mp4,jab,left,1,65,92,28
s02_jab_1m_left_c002,subject02,e28e8325-jab_1m_left.mp4,jab,left,1,121,143,23
s02_jab_1m_left_c003,subject02,e28e8325-jab_1m_left.mp4,jab,left,1,159,184,26
s02_jab_1m_left_c004,subject02,e28e8325-jab_1m_left.mp4,jab,left,1,216,236,21
s02_jab_1m_left_c005,subject02,e28e8325-jab_1m_left.mp4,jab,left,1,257,279,23
s02_jab_1m_left_c006,subject02,e28e8325-jab_1m_left.mp4,jab,left,1,311,332,22
s02_jab_1m_left_c007,subject02,e28e8325-jab_1m_left.mp4,jab,left,1,359,381,23
s02_jab_1m_left_c008,subject02,e28e8325-jab_1m_left.mp4,jab,left,1,411,432,22
s02_jab_1m_left_c009,subject02,e28e8325-jab_1m_left.mp4,jab,left,1,471,492,22
s02_jab_1m_left_c010,subject02,e28e8325-jab_1m_left.mp4,jab,left,1,523,545,23
s02_jab_1m_left_c011,subject02,e28e8325-jab_1m_left.mp4,jab,left,1,574,595,22
s02_jab_1m_left_c012,subject02,e28e8325-jab_1m_left.mp4,jab,left,1,622,644,23
s02_jab_1m_left_c013,subject02,e28e8325-jab_1m_left.mp4,jab,left,1,677,702,26
s02_jab_1m_left_c014,subject02,e28e8325-jab_1m_left.mp4,jab,left,1,736,760,25
s02_jab_1m_left_c015,subject02,e28e8325-jab_1m_left.mp4,jab,left,1,790,814,25
s02_cross_1m_right_c001,subject02,eb1ca263-cross_1m_right.mp4,cross,right,1,93,120,28
s02_cross_1m_right_c002,subject02,eb1ca263-cross_1m_right.mp4,cross,right,1,146,171,26
s02_cross_1m_right_c003,subject02,eb1ca263-cross_1m_right.mp4,cross,right,1,203,227,25
s02_cross_1m_right_c004,subject02,eb1ca263-cross_1m_right.mp4,cross,right,1,257,282,26
s02_cross_1m_right_c005,subject02,eb1ca263-cross_1m_right.mp4,cross,right,1,310,334,25
s02_cross_1m_right_c006,subject02,eb1ca263-cross_1m_right.mp4,cross,right,1,361,383,23
s02_cross_1m_right_c007,subject02,eb1ca263-cross_1m_right.mp4,cross,right,1,414,433,20
s02_cross_1m_right_c008,subject02,eb1ca263-cross_1m_right.mp4,cross,right,1,466,486,21
s02_cross_1m_right_c009,subject02,eb1ca263-cross_1m_right.mp4,cross,right,1,521,540,20
s02_cross_1m_right_c010,subject02,eb1ca263-cross_1m_right.mp4,cross,right,1,572,591,20
s02_cross_1m_right_c011,subject02,eb1ca263-cross_1m_right.mp4,cross,right,1,623,643,21
s02_cross_1m_right_c012,subject02,eb1ca263-cross_1m_right.mp4,cross,right,1,678,699,22
s02_cross_1m_right_c013,subject02,eb1ca263-cross_1m_right.mp4,cross,right,1,731,752,22
s02_cross_1m_right_c014,subject02,eb1ca263-cross_1m_right.mp4,cross,right,1,785,806,22
s02_cross_1m_right_c015,subject02,eb1ca263-cross_1m_right.mp4,cross,right,1,841,864,24
s02_hook_2m_left_c001,subject02,eed0e587-hook_2m_left.mp4,hook,left,2,87,120,34
s02_hook_2m_left_c002,subject02,eed0e587-hook_2m_left.mp4,hook,left,2,160,193,34
s02_hook_2m_left_c003,subject02,eed0e587-hook_2m_left.mp4,hook,left,2,235,270,36
s02_hook_2m_left_c004,subject02,eed0e587-hook_2m_left.mp4,hook,left,2,321,353,33
s02_hook_2m_left_c005,subject02,eed0e587-hook_2m_left.mp4,hook,left,2,399,430,32
s02_hook_2m_left_c006,subject02,eed0e587-hook_2m_left.mp4,hook,left,2,478,508,31
s02_hook_2m_left_c007,subject02,eed0e587-hook_2m_left.mp4,hook,left,2,566,597,32
s02_hook_2m_left_c008,subject02,eed0e587-hook_2m_left.mp4,hook,left,2,648,678,31
s02_hook_2m_left_c009,subject02,eed0e587-hook_2m_left.mp4,hook,left,2,735,770,36
s02_hook_2m_left_c010,subject02,eed0e587-hook_2m_left.mp4,hook,left,2,818,847,30
s02_hook_2m_left_c011,subject02,eed0e587-hook_2m_left.mp4,hook,left,2,899,933,35
s02_hook_2m_left_c012,subject02,eed0e587-hook_2m_left.mp4,hook,left,2,983,1014,32
s02_hook_2m_left_c013,subject02,eed0e587-hook_2m_left.mp4,hook,left,2,1067,1098,32
s02_hook_2m_left_c014,subject02,eed0e587-hook_2m_left.mp4,hook,left,2,1159,1191,33
s02_hook_2m_left_c015,subject02,eed0e587-hook_2m_left.mp4,hook,left,2,1245,1279,35
s02_jab_1m_right_c001,subject02,f4deb221-jab_1m_right.mp4,jab,right,1,86,108,23
s02_jab_1m_right_c002,subject02,f4deb221-jab_1m_right.mp4,jab,right,1,127,154,28
s02_jab_1m_right_c003,subject02,f4deb221-jab_1m_right.mp4,jab,right,1,182,203,22
s02_jab_1m_right_c004,subject02,f4deb221-jab_1m_right.mp4,jab,right,1,228,247,20
s02_jab_1m_right_c005,subject02,f4deb221-jab_1m_right.mp4,jab,right,1,268,293,26
s02_jab_1m_right_c006,subject02,f4deb221-jab_1m_right.mp4,jab,right,1,323,342,20
s02_jab_1m_right_c007,subject02,f4deb221-jab_1m_right.mp4,jab,right,1,371,390,20
s02_jab_1m_right_c008,subject02,f4deb221-jab_1m_right.mp4,jab,right,1,419,439,21
s02_jab_1m_right_c009,subject02,f4deb221-jab_1m_right.mp4,jab,right,1,468,490,23
s02_jab_1m_right_c010,subject02,f4deb221-jab_1m_right.mp4,jab,right,1,520,541,22
s02_jab_1m_right_c011,subject02,f4deb221-jab_1m_right.mp4,jab,right,1,573,594,22
s02_jab_1m_right_c012,subject02,f4deb221-jab_1m_right.mp4,jab,right,1,627,649,23
s02_jab_1m_right_c013,subject02,f4deb221-jab_1m_right.mp4,jab,right,1,673,699,27
s02_jab_1m_right_c014,subject02,f4deb221-jab_1m_right.mp4,jab,right,1,727,754,28
s02_jab_1m_right_c015,subject02,f4deb221-jab_1m_right.mp4,jab,right,1,782,809,28
s03_jab_1m_left_c001,subject03,1a9a9962-jab_1m_left.mp4,jab,left,1,118,136,19
s03_jab_1m_left_c002,subject03,1a9a9962-jab_1m_left.mp4,jab,left,1,120,137,18
s03_jab_1m_left_c003,subject03,1a9a9962-jab_1m_left.mp4,jab,left,1,159,176,18
s03_jab_1m_left_c004,subject03,1a9a9962-jab_1m_left.mp4,jab,left,1,198,217,20
s03_jab_1m_left_c005,subject03,1a9a9962-jab_1m_left.mp4,jab,left,1,241,259,19
s03_jab_1m_left_c006,subject03,1a9a9962-jab_1m_left.mp4,jab,left,1,280,297,18
s03_jab_1m_left_c007,subject03,1a9a9962-jab_1m_left.mp4,jab,left,1,321,338,18
s03_jab_1m_left_c008,subject03,1a9a9962-jab_1m_left.mp4,jab,left,1,364,381,18
s03_jab_1m_left_c009,subject03,1a9a9962-jab_1m_left.mp4,jab,left,1,405,424,20
s03_jab_1m_left_c010,subject03,1a9a9962-jab_1m_left.mp4,jab,left,1,443,461,19
s03_jab_1m_left_c011,subject03,1a9a9962-jab_1m_left.mp4,jab,left,1,487,506,20
s03_jab_1m_left_c012,subject03,1a9a9962-jab_1m_left.mp4,jab,left,1,526,543,18
s03_jab_1m_left_c013,subject03,1a9a9962-jab_1m_left.mp4,jab,left,1,569,588,20
s03_jab_1m_left_c014,subject03,1a9a9962-jab_1m_left.mp4,jab,left,1,611,629,19
s03_jab_1m_left_c015,subject03,1a9a9962-jab_1m_left.mp4,jab,left,1,651,668,18
s03_uppercut_2m_left_c001,subject03,1aaae612-uppercut_2m_left.mp4,uppercut,left,2,99,123,25
s03_uppercut_2m_left_c002,subject03,1aaae612-uppercut_2m_left.mp4,uppercut,left,2,139,168,30
s03_uppercut_2m_left_c003,subject03,1aaae612-uppercut_2m_left.mp4,uppercut,left,2,191,220,30
s03_uppercut_2m_left_c004,subject03,1aaae612-uppercut_2m_left.mp4,uppercut,left,2,245,274,30
s03_uppercut_2m_left_c005,subject03,1aaae612-uppercut_2m_left.mp4,uppercut,left,2,295,324,30
s03_uppercut_2m_left_c006,subject03,1aaae612-uppercut_2m_left.mp4,uppercut,left,2,347,375,29
s03_uppercut_2m_left_c007,subject03,1aaae612-uppercut_2m_left.mp4,uppercut,left,2,396,424,29
s03_uppercut_2m_left_c008,subject03,1aaae612-uppercut_2m_left.mp4,uppercut,left,2,448,476,29
s03_uppercut_2m_left_c009,subject03,1aaae612-uppercut_2m_left.mp4,uppercut,left,2,498,526,29
s03_uppercut_2m_left_c010,subject03,1aaae612-uppercut_2m_left.mp4,uppercut,left,2,544,574,31
s03_uppercut_2m_left_c011,subject03,1aaae612-uppercut_2m_left.mp4,uppercut,left,2,597,623,27
s03_uppercut_2m_left_c012,subject03,1aaae612-uppercut_2m_left.mp4,uppercut,left,2,646,674,29
s03_uppercut_2m_left_c013,subject03,1aaae612-uppercut_2m_left.mp4,uppercut,left,2,697,725,29
s03_uppercut_2m_left_c014,subject03,1aaae612-uppercut_2m_left.mp4,uppercut,left,2,748,777,30
s03_uppercut_2m_left_c015,subject03,1aaae612-uppercut_2m_left.mp4,uppercut,left,2,799,829,31
s03_uppercut_2m_left_c016,subject03,1aaae612-uppercut_2m_left.mp4,uppercut,left,2,846,875,30
s03_hook_2m_right_c001,subject03,42e9f176-hook_2m_right.mp4,hook,right,2,69,98,30
s03_hook_2m_right_c002,subject03,42e9f176-hook_2m_right.mp4,hook,right,2,124,154,31
s03_hook_2m_right_c003,subject03,42e9f176-hook_2m_right.mp4,hook,right,2,179,209,31
s03_hook_2m_right_c004,subject03,42e9f176-hook_2m_right.mp4,hook,right,2,239,271,33
s03_hook_2m_right_c005,subject03,42e9f176-hook_2m_right.mp4,hook,right,2,298,330,33
s03_hook_2m_right_c006,subject03,42e9f176-hook_2m_right.mp4,hook,right,2,358,389,32
s03_hook_2m_right_c007,subject03,42e9f176-hook_2m_right.mp4,hook,right,2,418,449,32
s03_hook_2m_right_c008,subject03,42e9f176-hook_2m_right.mp4,hook,right,2,477,510,34
s03_hook_2m_right_c009,subject03,42e9f176-hook_2m_right.mp4,hook,right,2,537,568,32
s03_hook_2m_right_c010,subject03,42e9f176-hook_2m_right.mp4,hook,right,2,594,626,33
s03_hook_2m_right_c011,subject03,42e9f176-hook_2m_right.mp4,hook,right,2,654,683,30
s03_hook_2m_right_c012,subject03,42e9f176-hook_2m_right.mp4,hook,right,2,711,743,33
s03_hook_2m_right_c013,subject03,42e9f176-hook_2m_right.mp4,hook,right,2,774,804,31
s03_hook_2m_right_c014,subject03,42e9f176-hook_2m_right.mp4,hook,right,2,834,864,31
s03_hook_2m_right_c015,subject03,42e9f176-hook_2m_right.mp4,hook,right,2,894,923,30
s03_hook_2m_right_c016,subject03,42e9f176-hook_2m_right.mp4,hook,right,2,954,983,30
s03_hook_2m_left_c001,subject03,51b7baf0-hook_2m_left.mp4,hook,left,2,133,165,33
s03_hook_2m_left_c002,subject03,51b7baf0-hook_2m_left.mp4,hook,left,2,193,223,31
s03_hook_2m_left_c003,subject03,51b7baf0-hook_2m_left.mp4,hook,left,2,248,276,29
s03_hook_2m_left_c004,subject03,51b7baf0-hook_2m_left.mp4,hook,left,2,301,332,32
s03_hook_2m_left_c005,subject03,51b7baf0-hook_2m_left.mp4,hook,left,2,360,388,29
s03_hook_2m_left_c006,subject03,51b7baf0-hook_2m_left.mp4,hook,left,2,410,440,31
s03_hook_2m_left_c007,subject03,51b7baf0-hook_2m_left.mp4,hook,left,2,466,496,31
s03_hook_2m_left_c008,subject03,51b7baf0-hook_2m_left.mp4,hook,left,2,520,547,28
s03_hook_2m_left_c009,subject03,51b7baf0-hook_2m_left.mp4,hook,left,2,573,604,32
s03_hook_2m_left_c010,subject03,51b7baf0-hook_2m_left.mp4,hook,left,2,632,659,28
s03_hook_2m_left_c011,subject03,51b7baf0-hook_2m_left.mp4,hook,left,2,686,715,30
s03_hook_2m_left_c012,subject03,51b7baf0-hook_2m_left.mp4,hook,left,2,739,767,29
s03_hook_2m_left_c013,subject03,51b7baf0-hook_2m_left.mp4,hook,left,2,794,824,31
s03_hook_2m_left_c014,subject03,51b7baf0-hook_2m_left.mp4,hook,left,2,848,878,31
s03_hook_2m_left_c015,subject03,51b7baf0-hook_2m_left.mp4,hook,left,2,907,936,30
