clip_id,subject_id,video_filename,class,hand,distance_m,start_frame,end_frame,frame_count,body_weight_kg,peak_force_N,peak_speed_mps,peak_accel_g,n_imu_samples
s02_cross_2m_left_c006,subject02,cross_2m_left.mp4,cross,left,2,351,371,21,58.0,187.93928753856164,5.3141607759253535,14.361266426309905,200
s02_cross_2m_left_c007,subject02,cross_2m_left.mp4,cross,left,2,397,418,22,58.0,220.83802724367314,5.104525349190631,16.87520362476813,206
s02_cross_2m_left_c008,subject02,cross_2m_left.mp4,cross,left,2,443,463,21,58.0,236.26533410664962,4.633284917579268,18.054071901866315,201
s02_cross_2m_left_c009,subject02,cross_2m_left.mp4,cross,left,2,486,507,22,58.0,170.05629012546783,4.658501609439277,12.994748048412172,206
s02_cross_2m_left_c010,subject02,cross_2m_left.mp4,cross,left,2,530,551,22,58.0,174.5129023835031,4.882357123122451,13.335297365346614,207
s02_cross_2m_right_c001,subject02,cross_2m_right.mp4,cross,right,2,147,168,22,58.0,219.82154475539198,5.346769289022006,16.797529733252023,206
s02_cross_2m_right_c002,subject02,cross_2m_right.mp4,cross,right,2,193,214,22,58.0,241.2786214823025,5.344269291718721,18.437159209562076,206
s02_cross_2m_right_c003,subject02,cross_2m_right.mp4,cross,right,2,238,257,20,58.0,248.86000080296768,5.090219827567457,19.01648570232985,193
s02_cross_2m_right_c004,subject02,cross_2m_right.mp4,cross,right,2,283,303,21,58.0,257.84361477123423,5.492157075880253,19.70296310340504,200
s02_cross_2m_right_c005,subject02,cross_2m_right.mp4,cross,right,2,326,345,20,58.0,252.69540876067896,5.770886027170818,19.309566070227802,194
s02_cross_2m_right_c006,subject02,cross_2m_right.mp4,cross,right,2,369,388,20,58.0,267.017809060462,5.197793017875351,20.404003583870296,193
s02_cross_2m_right_c007,subject02,cross_2m_right.mp4,cross,right,2,412,431,20,58.0,255.85843195599176,5.429357353172788,19.55126656518772,194
s02_cross_2m_right_c008,subject02,cross_2m_right.mp4,cross,right,2,455,474,20,58.0,246.36851049014743,5.351025488505087,18.826099984422726,193
s02_cross_2m_right_c009,subject02,cross_2m_right.mp4,cross,right,2,497,517,21,58.0,248.26533789440137,5.3256077017834995,18.971044897612458,199
s02_cross_2m_right_c010,subject02,cross_2m_right.mp4,cross,right,2,539,558,20,58.0,252.52002237128193,5.0678014251250945,19.29616402588323,193
s02_hook_1m_left_c001,subject02,hook_1m_left.mp4,hook,left,1,134,160,27,58.0,162.3519676744558,5.524039978369319,12.406026931064728,240
s02_hook_1m_left_c002,subject02,hook_1m_left.mp4,hook,left,1,199,225,27,58.0,164.81781599261882,5.573472835402612,12.594453231535516,239
s02_hook_1m_left_c003,subject02,hook_1m_left.mp4,hook,left,1,271,295,25,58.0,169.1873971461872,5.62508416681968,12.9283521195203,227
s02_hook_1m_left_c004,subject02,hook_1m_left.mp4,hook,left,1,336,363,28,58.0,177.57914477959656,5.952958496093325,13.569602414358306,247
s02_hook_1m_left_c005,subject02,hook_1m_left.mp4,hook,left,1,404,430,27,58.0,160.0413134552186,5.796779157246208,12.229459693335183,240
s02_hook_1m_left_c006,subject02,hook_1m_left.mp4,hook,left,1,471,499,29,58.0,153.97439855793294,5.6343503273413305,11.76586007897679,253
s02_hook_1m_left_c007,subject02,hook_1m_left.mp4,hook,left,1,539,566,28,58.0,164.35172316521417,5.834250903824981,12.558837031424208,246
s02_hook_1m_left_c008,subject02,hook_1m_left.mp4,hook,left,1,605,630,26,58.0,150.2740357384746,5.338402484112196,11.483099103236958,236
s02_hook_1m_left_c009,subject02,hook_1m_left.mp4,hook,left,1,665,691,27,58.0,169.21627340557782,5.944045976765491,12.930558681330421,240
s02_hook_1m_left_c010,subject02,hook_1m_left.mp4,hook,left,1,732,758,27,58.0,181.33694233186287,5.875183524993818,13.856752230296385,240
s02_hook_1m_right_c001,subject02,hook_1m_right.mp4,hook,right,1,134,161,28,58.0,206.30744408538578,6.7339795563331615,15.764857944528176,246
s02_hook_1m_right_c002,subject02,hook_1m_right.mp4,hook,right,1,202,232,31,58.0,192.4993878152981,6.750073662200307,14.709723717292583,266
s02_hook_1m_right_c003,subject02,hook_1m_right.mp4,hook,right,1,275,305,31,58.0,156.16400816969522,5.815686216488036,11.933177766597986,266
s02_hook_1m_right_c004,subject02,hook_1m_right.mp4,hook,right,1,345,376,32,58.0,162.91124663448574,6.097692921427242,12.448763892861345,274
s02_hook_1m_right_c005,subject02,hook_1m_right.mp4,hook,right,1,416,445,30,58.0,131.48343914793716,5.191060397317302,10.047227085840653,260
s02_hook_1m_right_c006,subject02,hook_1m_right.mp4,hook,right,1,490,518,29,58.0,176.8109765578963,5.986525227141722,13.510903306595655,254
s02_hook_1m_right_c007,subject02,hook_1m_right.mp4,hook,right,1,556,586,31,58.0,174.3280366556881,5.698532145856853,13.321170963118446,267
s02_hook_1m_right_c008,subject02,hook_1m_right.mp4,hook,right,1,629,658,30,58.0,153.51701333787827,5.706121949177641,11.730909265388577,261
s02_hook_1m_right_c009,subject02,hook_1m_right.mp4,hook,right,1,695,724,30,58.0,166.49630741423323,5.82371529046473,12.722714133318144,260
s02_hook_1m_right_c010,subject02,hook_1m_right.mp4,hook,right,1,762,791,30,58.0,166.2179554875231,6.192108892922814,12.70144404002304,260
s02_hook_2m_left_c001,subject02,hook_2m_left.mp4,hook,left,2,125,153,29,58.0,190.38946675034327,5.829587870809329,14.548495381540366,253
s02_hook_2m_left_c002,subject02,hook_2m_left.mp4,hook,left,2,184,212,29,58.0,167.42514550173814,6.0873665847351095,12.793690731219876,253
s02_hook_2m_left_c003,subject02,hook_2m_left.mp4,hook,left,2,247,274,28,58.0,176.11777798906016,5.631674981233327,13.45793295928948,246
s02_hook_2m_left_c004,subject02,hook_2m_left.mp4,hook,left,2,309,336,28,58.0,171.98883638015218,5.855302397256132,13.142422395847348,247
s02_hook_2m_left_c005,subject02,hook_2m_left.mp4,hook,left,2,369,396,28,58.0,149.33614328773896,5.1982182646951784,11.411430621672263,247
s02_hook_2m_left_c006,subject02,hook_2m_left.mp4,hook,left,2,433,461,29,58.0,164.71670430718342,5.42982631386313,12.586726843549433,254
s02_hook_2m_left_c007,subject02,hook_2m_left.mp4,hook,left,2,495,522,28,58.0,166.68704220465216,5.351059837938928,12.737289016397927,246
s02_hook_2m_left_c008,subject02,hook_2m_left.mp4,hook,left,2,561,587,27,58.0,147.58165702321324,5.654721288959316,11.277362620158822,240
s02_hook_2m_left_c009,subject02,hook_2m_left.mp4,hook,left,2,623,649,27,58.0,166.85862763256165,5.634522282043761,12.750400612580684,240
s02_hook_2m_left_c010,subject02,hook_2m_left.mp4,hook,left,2,686,713,28,58.0,149.54130303131018,5.129509180892481,11.427107778779583,246
s02_hook_2m_right_c001,subject02,hook_2m_right.mp4,hook,right,2,169,196,28,58.0,218.84650356330226,7.251531372482131,16.72302255319605,247
s02_hook_2m_right_c002,subject02,hook_2m_right.mp4,hook,right,2,235,263,29,58.0,185.44588112238154,6.426014987971823,14.170734290529163,253
s02_hook_2m_right_c003,subject02,hook_2m_right.mp4,hook,right,2,298,326,29,58.0,191.63906108613892,6.494708472925934,14.64398237319711,253
s02_hook_2m_right_c004,subject02,hook_2m_right.mp4,hook,right,2,358,386,29,58.0,183.17574421460844,6.252172295345939,13.997263158528414,253
s02_hook_2m_right_c005,subject02,hook_2m_right.mp4,hook,right,2,426,454,29,58.0,215.29056393844672,6.930537244249801,16.45129758809026,253
s02_hook_2m_right_c006,subject02,hook_2m_right.mp4,hook,right,2,493,521,29,58.0,181.14717490196134,6.158867674830908,13.842251267482567,253
s02_hook_2m_right_c007,subject02,hook_2m_right.mp4,hook,right,2,558,586,29,58.0,203.82961138454127,6.604287992501034,15.575515864738978,253
s02_hook_2m_right_c008,subject02,hook_2m_right.mp4,hook,right,2,625,653,29,58.0,170.63373128261,6.222148521407648,13.038872863461998,253
s02_hook_2m_right_c009,subject02,hook_2m_right.mp4,hook,right,2,691,721,31,58.0,168.33536395719966,6.149668493860795,12.863244521256165,266
s02_hook_2m_right_c010,subject02,hook_2m_right.mp4,hook,right,2,763,793,31,58.0,195.61579328539196,6.573964679288025,14.947861947114513,266
s02_jab_1m_left_c001,subject02,jab_1m_left.mp4,jab,left,1,126,146,21,58.0,310.45320358612514,4.923479510346967,23.723092856180862,200
s02_jab_1m_left_c002,subject02,jab_1m_left.mp4,jab,left,1,176,195,20,58.0,251.60409007553574,5.105121344810131,19.226173616214503,195
s02_jab_1m_left_c003,subject02,jab_1m_left.mp4,jab,left,1,224,244,21,58.0,258.8860683612443,5.102634059804833,19.782621560874325,200
s02_jab_1m_left_c004,subject02,jab_1m_left.mp4,jab,left,1,272,291,20,58.0,272.32634391279805,5.354224367569247,20.809652048043105,193
s02_jab_1m_left_c005,subject02,jab_1m_left.mp4,jab,left,1,319,338,20,58.0,270.9778385377832,5.258614645179048,20.70660682944332,194
s02_jab_1m_left_c006,subject02,jab_1m_left.mp4,jab,left,1,363,381,19,58.0,312.55084840380624,5.377724807235359,23.883383109959258,187
s02_jab_1m_left_c007,subject02,jab_1m_left.mp4,jab,left,1,406,424,19,58.0,196.23366960228904,4.585693948527254,14.995076590320208,186
s02_jab_1m_left_c008,subject02,jab_1m_left.mp4,jab,left,1,451,469,19,58.0,214.7471057985974,4.4988425130000955,16.409769564651725,187
s02_jab_1m_left_c009,subject02,jab_1m_left.mp4,jab,left,1,499,518,20,58.0,170.77464378913123,4.522806505998649,13.049640607000109,193
s02_jab_1m_left_c010,subject02,jab_1m_left.mp4,jab,left,1,549,567,19,58.0,188.27536402450616,4.454862138473768,14.386947506713474,187
s02_jab_1m_right_c001,subject02,jab_1m_right.mp4,jab,right,1,132,152,21,58.0,260.2672112981065,5.647374972364218,19.88816075892531,200
s02_jab_1m_right_c002,subject02,jab_1m_right.mp4,jab,right,1,182,202,21,58.0,255.14043499921783,5.657792933917929,19.496401264139934,200
s02_jab_1m_right_c003,subject02,jab_1m_right.mp4,jab,right,1,234,253,20,58.0,256.27930480503824,5.390708982909481,19.583427308137843,194
s02_jab_1m_right_c004,subject02,jab_1m_right.mp4,jab,right,1,282,302,21,58.0,309.124842756239,6.230794756985147,23.62158697075308,200
s02_jab_1m_right_c005,subject02,jab_1m_right.mp4,jab,right,1,331,351,21,58.0,268.4181134213036,5.696283309130528,20.51100699048821,199
s02_jab_1m_right_c006,subject02,jab_1m_right.mp4,jab,right,1,382,402,21,58.0,257.1849626194487,5.619463376718571,19.65263259956021,200
s02_jab_1m_right_c007,subject02,jab_1m_right.mp4,jab,right,1,429,450,22,58.0,250.22358954942456,5.438683685831027,19.120683507590588,206
s02_jab_1m_right_c008,subject02,jab_1m_right.mp4,jab,right,1,478,499,22,58.0,242.92421581225338,5.643703616509833,18.56290630008034,207
s02_jab_1m_right_c009,subject02,jab_1m_right.mp4,jab,right,1,522,544,23,58.0,236.99554501969456,4.906981762796626,18.109870524958815,214
s02_jab_1m_right_c010,subject02,jab_1m_right.mp4,jab,right,1,570,589,20,58.0,246.11740999492787,5.115175470299195,18.806912292701345,193
s02_jab_2m_left_c001,subject02,jab_2m_left.mp4,jab,left,2,141,160,20,58.0,230.78246159854115,4.579879438336007,17.635101531691426,193
s02_jab_2m_left_c002,subject02,jab_2m_left.mp4,jab,left,2,188,209,22,58.0,169.92433183474367,4.033101739097807,12.984664535831753,207
s02_jab_2m_left_c003,subject02,jab_2m_left.mp4,jab,left,2,239,259,21,58.0,230.52091617572657,4.261978961228363,17.61511569717638,200
s02_jab_2m_left_c004,subject02,jab_2m_left.mp4,jab,left,2,292,311,20,58.0,213.73458412949321,4.264342104429817,16.33239833672561,194
s02_jab_2m_left_c005,subject02,jab_2m_left.mp4,jab,left,2,340,359,20,58.0,254.5574535825754,4.625743982122802,19.451853093527806,193
s02_jab_2m_left_c006,subject02,jab_2m_left.mp4,jab,left,2,389,409,21,58.0,240.6925511152313,4.381619133128673,18.39237499868042,200
s02_jab_2m_left_c007,subject02,jab_2m_left.mp4,jab,left,2,442,462,21,58.0,191.91539942904325,4.372439944364745,14.665098599709566,200
s02_jab_2m_left_c008,subject02,jab_2m_left.mp4,jab,left,2,493,511,19,58.0,231.040555657354,4.380227187535124,17.65482363232405,188
s02_jab_2m_left_c009,subject02,jab_2m_left.mp4,jab,left,2,543,564,22,58.0,222.18290942422743,4.320877933319359,16.977971979165417,207
s02_jab_2m_left_c010,subject02,jab_2m_left.mp4,jab,left,2,600,619,20,58.0,226.35513739706073,4.166518614209267,17.296790243797115,194
s02_jab_2m_right_c001,subject02,jab_2m_right.mp4,jab,right,2,118,139,22,58.0,265.148326685675,5.314730520605544,20.26114822448676,206
s02_jab_2m_right_c002,subject02,jab_2m_right.mp4,jab,right,2,169,189,21,58.0,240.3546409403404,5.151196055473258,18.366553798050543,198
s02_jab_2m_right_c003,subject02,jab_2m_right.mp4,jab,right,2,218,237,20,58.0,236.08345623527939,4.7609240908711525,18.04017381487233,194
s02_jab_2m_right_c004,subject02,jab_2m_right.mp4,jab,right,2,266,285,20,58.0,245.9483468588597,5.038807073340775,18.793993435916573,193
s02_jab_2m_right_c005,subject02,jab_2m_right.mp4,jab,right,2,310,332,23,58.0,228.8007246787291,5.033480384751209,17.483668309478983,213
s02_jab_2m_right_c006,subject02,jab_2m_right.mp4,jab,right,2,358,379,22,58.0,233.60673876626316,5.128665568206672,17.85091695484545,207
s02_jab_2m_right_c007,subject02,jab_2m_right.mp4,jab,right,2,406,426,21,58.0,241.47107315856505,5.097552188065419,18.451865287430063,200
s02_jab_2m_right_c008,subject02,jab_2m_right.mp4,jab,right,2,450,470,21,58.0,224.47519228208455,4.691610934822054,17.15313538048136,200
s02_jab_2m_right_c009,subject02,jab_2m_right.mp4,jab,right,2,501,521,21,58.0,221.7384530686592,4.7029459092734465,16.944009116898673,199
s02_jab_2m_right_c010,subject02,jab_2m_right.mp4,jab,right,2,547,567,21,58.0,222.60864831762171,5.060743460078174,17.010504557936756,200
s02_uppercut_1m_left_c001,subject02,uppercut_1m_left.mp4,uppercut,left,1,131,158,28,58.0,176.60230750656083,7.227247361060353,13.494957987868514,247
s02_uppercut_1m_left_c002,subject02,uppercut_1m_left.mp4,uppercut,left,1,186,211,26,58.0,160.47859889550972,6.705639990139292,12.262874594469562,233
s02_uppercut_1m_left_c003,subject02,uppercut_1m_left.mp4,uppercut,left,1,244,268,25,58.0,174.98705059062718,6.373179005008664,13.371529112403062,226
s02_uppercut_1m_left_c004,subject02,uppercut_1m_left.mp4,uppercut,left,1,305,331,27,58.0,194.35576487294534,7.022401682999205,14.851577641832396,240
s02_uppercut_1m_left_c005,subject02,uppercut_1m_left.mp4,uppercut,left,1,363,387,25,58.0,162.4222257114739,6.8161909929973605,12.411395656260089,226
s02_uppercut_1m_left_c006,subject02,uppercut_1m_left.mp4,uppercut,left,1,423,448,26,58.0,153.49802405480602,6.726089836224542,11.729458210864445,234
s02_uppercut_1m_left_c007,subject02,uppercut_1m_left.mp4,uppercut,left,1,487,512,26,58.0,163.7850847675258,6.263413498383988,12.515537702672042,233
s02_uppercut_1m_left_c008,subject02,uppercut_1m_left.mp4,uppercut,left,1,551,576,26,58.0,154.82139362915015,6.408580946408961,11.830582692533714,233
s02_uppercut_1m_left_c009,subject02,uppercut_1m_left.mp4,uppercut,left,1,612,636,25,58.0,168.9347962438194,6.517016486338038,12.90904977509864,227
s02_uppercut_1m_left_c010,subject02,uppercut_1m_left.mp4,uppercut,left,1,675,700,26,58.0,152.8559092318552,6.43872351230094,11.680391396951004,233
s02_uppercut_1m_right_c001,subject02,uppercut_1m_right.mp4,uppercut,right,1,160,187,28,58.0,193.00424329163693,7.39020557016723,14.74830194166196,247
s02_uppercut_1m_right_c002,subject02,uppercut_1m_right.mp4,uppercut,right,1,233,259,27,58.0,181.4043958581619,6.962542949285175,13.861906650509752,240
s02_uppercut_1m_right_c003,subject02,uppercut_1m_right.mp4,uppercut,right,1,299,326,28,58.0,164.51766937876332,6.555242664604986,12.571517710469177,247
s02_uppercut_1m_right_c004,subject02,uppercut_1m_right.mp4,uppercut,right,1,361,387,27,58.0,191.87717086227227,6.933021276449139,14.66217738701538,240
s02_uppercut_1m_right_c005,subject02,uppercut_1m_right.mp4,uppercut,right,1,421,448,28,58.0,145.79926638243566,6.372397502381694,11.141162322694589,247
s02_uppercut_1m_right_c006,subject02,uppercut_1m_right.mp4,uppercut,right,1,485,513,29,58.0,149.28987194281424,6.499378429994434,11.407894824973923,254
s02_uppercut_1m_right_c007,subject02,uppercut_1m_right.mp4,uppercut,right,1,545,571,27,58.0,179.43329814650613,6.795053242578864,13.711286416921975,240
s02_uppercut_1m_right_c008,subject02,uppercut_1m_right.mp4,uppercut,right,1,607,633,27,58.0,154.54457263979484,6.361133259497512,11.80942958488606,239
s02_uppercut_1m_right_c009,subject02,uppercut_1m_right.mp4,uppercut,right,1,670,695,26,58.0,130.65351332604055,5.808062274268196,9.983808808595745,233
s02_uppercut_1m_right_c010,subject02,uppercut_1m_right.mp4,uppercut,right,1,730,756,27,58.0,152.84431720338867,6.5536261989428795,11.679505599141459,240
s02_uppercut_2m_left_c001,subject02,uppercut_2m_left.mp4,uppercut,left,2,160,182,23,58.0,253.32279213389592,7.302325770462513,19.35750718936372,213
s02_uppercut_2m_left_c002,subject02,uppercut_2m_left.mp4,uppercut,left,2,221,245,25,58.0,187.77040173691293,6.888039857520422,14.348361120427013,226
s02_uppercut_2m_left_c003,subject02,uppercut_2m_left.mp4,uppercut,left,2,290,315,26,58.0,177.68691688485347,6.870257153814352,13.577837754276795,233
s02_uppercut_2m_left_c004,subject02,uppercut_2m_left.mp4,uppercut,left,2,361,387,27,58.0,158.18981221598645,6.892693765892863,12.087978351495998,239
s02_uppercut_2m_left_c005,subject02,uppercut_2m_left.mp4,uppercut,left,2,432,457,26,58.0,165.7075970483012,6.6542172670460475,12.662445310089694,233
s02_uppercut_2m_left_c006,subject02,uppercut_2m_left.mp4,uppercut,left,2,499,527,29,58.0,164.15588439003176,6.5849436137983774,12.543872130450962,253
s02_uppercut_2m_left_c007,subject02,uppercut_2m_left.mp4,uppercut,left,2,572,596,25,58.0,190.83424109073815,7.293126579197143,14.582482542424362,227
s02_uppercut_2m_left_c008,subject02,uppercut_2m_left.mp4,uppercut,left,2,639,664,26,58.0,157.1881651142435,6.473721835582787,12.011438097025149,233
s02_uppercut_2m_left_c009,subject02,uppercut_2m_left.mp4,uppercut,left,2,706,733,28,58.0,161.36090302261263,6.383038712650133,12.330295328070875,247
s02_uppercut_2m_left_c010,subject02,uppercut_2m_left.mp4,uppercut,left,2,776,802,27,58.0,144.16786302729207,6.724504038318271,11.01649962689084,240
s02_uppercut_2m_right_c001,subject02,uppercut_2m_right.mp4,uppercut,right,2,152,175,24,58.0,176.40724140420687,6.670795224420987,13.480052130219818,219
s02_uppercut_2m_right_c002,subject02,uppercut_2m_right.mp4,uppercut,right,2,210,236,27,58.0,200.71649763602178,7.363448470414505,15.337629169820422,240
s02_uppercut_2m_right_c003,subject02,uppercut_2m_right.mp4,uppercut,right,2,278,304,27,58.0,173.64791162405913,6.80331858029435,13.269199622211762,240
s02_uppercut_2m_right_c004,subject02,uppercut_2m_right.mp4,uppercut,right,2,338,365,28,58.0,159.19235259347562,6.576349251384585,12.164586865090055,246
s02_uppercut_2m_right_c005,subject02,uppercut_2m_right.mp4,uppercut,right,2,405,431,27,58.0,171.03253110826086,6.942406437926456,13.069346909745496,240
s02_uppercut_2m_right_c006,subject02,uppercut_2m_right.mp4,uppercut,right,2,470,497,28,58.0,163.75940760602907,6.813709987038232,12.513575597983046,246
s02_uppercut_2m_right_c007,subject02,uppercut_2m_right.mp4,uppercut,right,2,538,564,27,58.0,167.17258033805425,6.501182456443582,12.774391117748024,240
s02_uppercut_2m_right_c008,subject02,uppercut_2m_right.mp4,uppercut,right,2,601,630,30,58.0,160.09662375705457,6.8588504894787015,12.233686196431949,260
s02_uppercut_2m_right_c009,subject02,uppercut_2m_right.mp4,uppercut,right,2,670,696,27,58.0,172.3256480547999,6.805088816297292,13.16815965524882,240
s02_uppercut_2m_right_c010,subject02,uppercut_2m_right.mp4,uppercut,right,2,739,766,28,58.0,208.153533359758,7.69004066454426,15.905925734362024,247
s03_cross_1m_left_c001,subject03,cross_1m_left.mp4,cross,left,1,181,200,20,58.0,67.8596935103564,3.3055738288883414,5.185457233948498,193
s03_cross_1m_left_c002,subject03,cross_1m_left.mp4,cross,left,1,233,253,21,58.0,96.38889967447996,3.6047313641912715,7.365499182708336,199
s03_cross_1m_left_c003,subject03,cross_1m_left.mp4,cross,left,1,287,306,20,58.0,84.2605585058044,3.2619127776687415,6.438719364003349,193
s03_cross_1m_left_c004,subject03,cross_1m_left.mp4,cross,left,1,339,359,21,58.0,98.65317861187823,3.180843967238447,7.538522681463413,200
s03_cross_1m_left_c005,subject03,cross_1m_left.mp4,cross,left,1,390,409,20,58.0,104.05295674098089,3.636713213987609,7.951143445171977,194
s03_cross_1m_left_c006,subject03,cross_1m_left.mp4,cross,left,1,444,464,21,58.0,115.33894646827741,3.4735538850454812,8.81355549047169,200
s03_cross_1m_left_c007,subject03,cross_1m_left.mp4,cross,left,1,497,516,20,58.0,119.668609669443,3.5129430446216086,9.144404072386054,193
s03_cross_1m_left_c008,subject03,cross_1m_left.mp4,cross,left,1,549,570,22,58.0,125.67059637538797,3.790143750114932,9.603042238467001,207
s03_cross_1m_left_c009,subject03,cross_1m_left.mp4,cross,left,1,603,622,20,58.0,111.01692928274707,3.7305554350692414,8.483291174194788,193
s03_cross_1m_left_c010,subject03,cross_1m_left.mp4,cross,left,1,656,675,20,58.0,97.41420151201551,3.5591522150206623,7.443846999437246,197
s03_cross_1m_left_c011,subject03,cross_1m_left.mp4,cross,left,1,705,726,22,58.0,92.51615308270263,3.4668005284750505,7.069565605782937,206
s03_cross_1m_left_c012,subject03,cross_1m_left.mp4,cross,left,1,760,782,23,58.0,91.41937361187006,3.5086309819162382,6.9857558691502915,213
s03_cross_1m_left_c013,subject03,cross_1m_left.mp4,cross,left,1,812,833,22,58.0,98.71079395552331,3.5412044454320566,7.542925322929002,206
s03_cross_1m_left_c014,subject03,cross_1m_left.mp4,cross,left,1,860,882,23,58.0,107.00545707500099,3.689485759624885,8.176756963643635,213
s03_cross_1m_left_c015,subject03,cross_1m_left.mp4,cross,left,1,912,932,21,58.0,117.68852948753903,3.1663911585973032,8.993097448793877,200
s03_cross_1m_right_c001,subject03,cross_1m_right.mp4,cross,right,1,121,139,19,58.0,118.79637287888343,3.4666309628279763,9.077752628187696,184
s03_cross_1m_right_c002,subject03,cross_1m_right.mp4,cross,right,1,166,184,19,58.0,105.90772339205272,3.3639916184796887,8.092874311472146,184
s03_cross_1m_right_c003,subject03,cross_1m_right.mp4,cross,right,1,209,226,18,58.0,87.16363554986401,3.213577432564167,6.660556231812534,179
s03_cross_1m_right_c004,subject03,cross_1m_right.mp4,cross,right,1,252,270,19,58.0,96.00807547638787,3.014737978700261,7.336398733079015,183
s03_cross_1m_right_c005,subject03,cross_1m_right.mp4,cross,right,1,295,313,19,58.0,111.61844433817174,3.411690638296504,8.529255581549572,183
s03_cross_1m_right_c006,subject03,cross_1m_right.mp4,cross,right,1,338,356,19,58.0,126.96591300470384,3.3766222027891883,9.70202307139273,182
s03_cross_1m_right_c007,subject03,cross_1m_right.mp4,cross,right,1,379,397,19,58.0,144.1410904197513,3.765251519528403,11.014453814358209,184
s03_cross_1m_right_c008,subject03,cross_1m_right.mp4,cross,right,1,422,440,19,58.0,104.90032762435315,3.4246513709409077,8.015894776186306,184
s03_cross_1m_right_c009,subject03,cross_1m_right.mp4,cross,right,1,468,485,18,58.0,95.17052941862524,3.0265980836152053,7.272398160142041,176
s03_cross_1m_right_c010,subject03,cross_1m_right.mp4,cross,right,1,510,528,19,58.0,110.06279343894654,3.344185834275699,8.4103814636219,181
s03_cross_1m_right_c011,subject03,cross_1m_right.mp4,cross,right,1,555,572,18,58.0,146.8883393851399,3.4438411463324172,11.224383174249256,179
s03_cross_1m_right_c012,subject03,cross_1m_right.mp4,cross,right,1,598,616,19,58.0,109.8629961856891,3.3833014714985956,8.395114077952543,182
s03_cross_1m_right_c013,subject03,cross_1m_right.mp4,cross,right,1,642,660,19,58.0,122.32939242964092,3.5515184253361793,9.347726169762282,184
s03_cross_1m_right_c014,subject03,cross_1m_right.mp4,cross,right,1,684,703,20,58.0,77.16172735631281,3.140962663760304,5.896266496439304,188
s03_cross_1m_right_c015,subject03,cross_1m_right.mp4,cross,right,1,728,746,19,58.0,83.28270673693443,3.072232536627745,6.363997415431001,182
s03_cross_2m_left_c001,subject03,cross_2m_left.mp4,cross,left,2,155,175,21,58.0,97.22977900348432,3.958369729834005,7.42975446554126,200
s03_cross_2m_left_c002,subject03,cross_2m_left.mp4,cross,left,2,202,221,20,58.0,89.07502429345558,3.399756837727625,6.806613840897255,193
s03_cross_2m_left_c003,subject03,cross_2m_left.mp4,cross,left,2,251,271,21,58.0,108.14443362149427,3.654291574109463,8.263791164165186,199
s03_cross_2m_left_c004,subject03,cross_2m_left.mp4,cross,left,2,301,320,20,58.0,98.52903567943311,3.6236191926529173,7.529036374735652,193
s03_cross_2m_left_c005,subject03,cross_2m_left.mp4,cross,left,2,346,365,20,58.0,61.89843550682437,2.7663929625297285,4.7299313269072165,193
s03_cross_2m_left_c006,subject03,cross_2m_left.mp4,cross,left,2,392,411,20,58.0,86.27216017611899,3.356785511416771,6.59243468297342,193
s03_cross_2m_left_c007,subject03,cross_2m_left.mp4,cross,left,2,441,461,21,58.0,69.04647263694874,2.7808030024370467,5.276144239573542,200
s03_cross_2m_left_c008,subject03,cross_2m_left.mp4,cross,left,2,490,509,20,58.0,93.5530856412897,3.3281252626111715,7.148802176991755,193
s03_cross_2m_left_c009,subject03,cross_2m_left.mp4,cross,left,2,537,556,20,58.0,79.94140970329163,3.2270917069637295,6.108674233471308,193
s03_cross_2m_left_c010,subject03,cross_2m_left.mp4,cross,left,2,582,601,20,58.0,84.86152812551123,3.552528219047803,6.484642092219274,193
s03_cross_2m_left_c011,subject03,cross_2m_left.mp4,cross,left,2,630,649,20,58.0,97.50477305848364,3.7058869922467212,7.450767969110523,193
s03_cross_2m_left_c012,subject03,cross_2m_left.mp4,cross,left,2,677,696,20,58.0,92.80713964180305,3.3994228296024316,7.091801166832718,192
s03_cross_2m_left_c013,subject03,cross_2m_left.mp4,cross,left,2,726,745,20,58.0,92.19769868235674,3.5792100356119616,7.045231106339547,193
s03_cross_2m_left_c014,subject03,cross_2m_left.mp4,cross,left,2,776,796,21,58.0,81.56892093557175,3.448780750266969,6.233039515072108,195
s03_cross_2m_left_c015,subject03,cross_2m_left.mp4,cross,left,2,828,847,20,58.0,88.46297070628968,3.142749113348565,6.759844138044866,194
s03_cross_2m_right_c001,subject03,cross_2m_right.mp4,cross,right,2,113,131,19,58.0,101.74895861885969,3.4682279498621456,7.775084829057923,184
s03_cross_2m_right_c002,subject03,cross_2m_right.mp4,cross,right,2,156,174,19,58.0,72.86136552895967,3.0546804976822783,5.567656961195217,186
s03_cross_2m_right_c003,subject03,cross_2m_right.mp4,cross,right,2,200,218,19,58.0,74.53622396095317,3.0397868277131717,5.695640250284121,183
s03_cross_2m_right_c004,subject03,cross_2m_right.mp4,cross,right,2,246,265,20,58.0,75.66918350704705,2.6706195850475956,5.78221466537733,191
s03_cross_2m_right_c005,subject03,cross_2m_right.mp4,cross,right,2,291,308,18,58.0,77.76743171744945,2.630772541348482,5.942551027043775,177
s03_cross_2m_right_c006,subject03,cross_2m_right.mp4,cross,right,2,332,352,21,58.0,63.40732009934158,2.5900805572109045,4.84523182593272,194
